CMTE_ID,CMTE_NM,CANDIDATE_DIRECTED_SPENDING,CANDIDATE_DIRECT_RATE,NON_CANDIDATE_RATE,ATTACK_SPENDING,SUPPORT_SPENDING,ATTACK_RATE,Q4_SPENDING,Q4_CONCENTRATION
C00487470,CLUB FOR GROWTH ACTION,77693925.0,1.0,0.0,0,0,0,16407268.0,0.24107803953785711
C00487827,BLUE AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE,2811.0,0.9980791149015946,0.0019208850984053782,0,0,0,0.0,0.0
C00488338,ADPAC INDEPENDENT EXPENDITURES COMMITTEE,278607.0,1.0,0.0,0,0,0,406.0,0.0016522535354563028
C00488403,TEXAS PATRIOTS PAC,15846.0,1.0,0.0,0,0,0,15330.0,0.9674365770541462
C00488429,CITIZENS FOR STRENGTH AND SECURITY PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00488437,CONCERNED TAXPAYERS OF AMERICA,0.0,0.0,0.0,0,0,0,0.0,0.0
C00488486,COMMUNICATIONS WORKERS OF AMERICA - WORKING VOICES,11571187.0,1.0,0.0,0,0,0,2554928.0,0.26282057942101106
C00488494,NEW PROSPERITY FOUNDATION; THE,8000.0,1.0,0.0,0,0,0,8000.0,1.0
C00488742,NATIONAL ASSOCIATION OF REALTORS CONGRESSIONAL FUND,18400449.0,1.0,0.0,0,0,0,2650000.0,0.39849624060150374
C00488783,SPEECHNOW.ORG,0.0,0.0,0.0,0,0,0,0.0,0.0
C00489203,UNITED MINE WORKERS OF AMERICA POWER PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00489252,NEW POWER PAC,611.0,0.9936736652084113,0.006326334791588728,0,0,0,611.0,1.0
C00489617,CAMPAIGN FOR AMERICAN VALUES PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00489625,FAITH FAMILY FREEDOM FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00489641,ACCOUNTABILITY 2010,0.0,0.0,0.0,0,0,0,0.0,0.0
C00490136,THE LINCOLN CLUB OF ORANGE COUNTY FEDERAL IE COMMITTEE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00490193,WORKING FAMILIES FOR HAWAII,0.0,0.0,0.0,0,0,0,0.0,0.0
C00490375,NATIONAL NURSES UNITED FOR PATIENT PROTECTION,11245461.0,1.0,0.0,0,0,0,2315078.0,0.2092102169224488
C00490649,U.S. ISRAEL FRIENDSHIP PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00490730,RGA RIGHT DIRECTION PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00490847,WORKING FOR WORKING AMERICANS - FEDERAL,35018333.0,1.0,0.0,0,0,0,2350000.0,0.10092334120678548
C00492116,COOPERATIVE OF AMERICAN PHYSICIANS INDEPENDENT EXPENDITURE COMMITTEE,150243.0,0.9999926785810557,7.321418944328251e-06,0,0,0,100000.0,0.6655884134368989
C00492215,CHRISTINEPAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00494997,DOWNTOWN FOR DEMOCRACY,0.0,0.0,0.0,0,0,0,0.0,0.0
C00495259,"IMMIGRATION911,  LLC",0.0,0.0,0.0,0,0,0,0.0,0.0
C00496349,REPUBLICAN SUPER PAC INC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00498832,GOVERNMENT INTEGRITY FUND ACTION NETWORK; THE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00499525,KEEP CONSERVATIVES UNITED,0.0,0.0,0.0,0,0,0,0.0,0.0
C00502377,TEXANS FOR AMERICA'S FUTURE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00502849,CAMPAIGN FOR PRIMARY ACCOUNTABILITY INC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00503458,"LA FORWARD, INC.",0.0,0.0,0.0,0,0,0,0.0,0.0
C00503789,DGA ACTION,0.0,0.0,0.0,0,0,0,0.0,0.0
C00503870,COMMONWEALTH VALUES PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00505792,AMERICAN CONSERVATIVE UNION SUPER PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00507707,RESTORING AMERICA'S TRADITIONS PAC (RATPAC),0.0,0.0,0.0,0,0,0,0.0,0.0
C00508200,1911 UNITED,0.0,0.0,0.0,0,0,0,0.0,0.0
C00508440,HUMAN RIGHTS CAMPAIGN EQUALITY VOTES,1489811.0,1.0,0.0,0,0,0,1178206.0,0.988243800231836
C00508556,CENTRIST INDEPENDENT VOTER POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00508689,SMALLBIZADVOCATES.ORG,0.0,0.0,0.0,0,0,0,0.0,0.0
C00508952,A SUPERPAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00509463,PROTECTING OUR VOTE PAC,36198.0,0.9998342724560823,0.00016572754391774858,0,0,0,36198.0,1.0
C00509802,HISPANIC VOTE POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,286554.0,0.9998519520986358,0.0001480479013642455,0,0,0,283351.0,0.9992241801876779
C00510107,TAXPAYER NETWORK PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00510701,JOBS OPPORTUNITY AND FREEDOM POLITICAL ACTION COMMITTEE - JOFPAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00510727,CONSERVATIVE RENEWAL POLITICAL ACTION COMMITTEE (PAC),0.0,0.0,0.0,0,0,0,0.0,0.0
C00511915,AMERICAN WORKING FAMILIES,1000.0,1.0,0.0,0,0,0,0.0,0.0
C00512293,THE VOICES OF THE AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,1700000.0,1.0,0.0,0,0,0,200000.0,0.16666666666666666
C00512335,MIDDLE RESOLUTION FEDERAL PAC INC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00512871,AMERICAN VALUES COALITION,0.0,0.0,0.0,0,0,0,0.0,0.0
C00513366,STRENGTH AND LIBERTY PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00513804,"AMERICANS FOR GROWTH, OPPORTUNITY AND PROSPERITY, INC.",0.0,0.0,0.0,0,0,0,0.0,0.0
C00514125,THE AMERICAN FOUNDATIONS COMMITTEE,2414337.0,1.0,0.0,0,0,0,10000.0,0.005291246056698876
C00514224,AMERICANS FOR ACCOUNTABILITY IN LEADERSHIP,0.0,0.0,0.0,0,0,0,0.0,0.0
C00515593,LUNCH PAIL REPUBLICANS INDEPENDENT EXPENDITURE ONLY COMMITTEE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00517276,FRIENDS OF TRADITIONAL BANKING INC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00518779,CONSERVATIVES ACTING TOGETHER POLITICAL ACTION COMMITTEE (CATPAC),0.0,0.0,0.0,0,0,0,0.0,0.0
C00519363,NATIONAL HORIZON,1450000.0,1.0,0.0,0,0,0,1450000.0,1.0
C00521013,FLORIDA FREEDOM PAC,337113.0,1.0,0.0,0,0,0,287113.0,0.8516817802932548
C00521211,SPIRIT OF DEMOCRACY AMERICA,6000.0,1.0,0.0,0,0,0,0.0,0.0
C00522227,CONSERVATIVE ACTION COMMITTEE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00522458,TOGETHER WE THRIVE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00522474,INDIANA REPUBLICAN ASSEMBLY SUPER PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00522649,ENERGIZE PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00523241,SPECIAL OPERATIONS FOR AMERICA,701383.0,1.0,0.0,0,0,0,369360.0,0.5896711756225823
C00523498,COURAGE CALIFORNIA SUPER PAC,40248.0,1.0,0.0,0,0,0,2268.0,0.05635062611806798
C00523621,UNITED WE CAN,4764435.0,1.0,0.0,0,0,0,1959524.0,0.41290037096310284
C00524181,SENATE CONSERVATIVES ACTION,1336568.0,1.0,0.0,0,0,0,432024.0,0.32323383471697664
C00524751,CONNECTICUT'S FUTURE PAC INC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00526269,TEAM [TEAMSTERS EDUCATION AND MOBILIZATION],0.0,0.0,0.0,0,0,0,0.0,0.0
C00526673,FAIR SHARE ACTION,900000.0,1.0,0.0,0,0,0,650000.0,0.7222222222222222
C00527226,WE VOTE - NOSOTROS VOTAMOS - PPAMM COMMITTEE,15186.0,1.0,0.0,0,0,0,0.0,0.0
C00527804,AMERICAN PRINCIPLES FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00528554,RJC VICTORY FUND,16260863.0,1.0,0.0,0,0,0,10156642.0,0.6246065783839394
C00528760,POLISH AMERICAN LEADERSHIP POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00528869,OHIOANS UNITED ACTION FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00528893,STANDING FOR WISCONSIN FAMILIES,0.0,0.0,0.0,0,0,0,0.0,0.0
C00528901,HOMETOWN FREEDOM ACTION NETWORK,57957.0,1.0,0.0,0,0,0,0.0,0.0
C00528950,BLACK MEN VOTE PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00529818,GRAND OLD PRINCIPLES,0.0,0.0,0.0,0,0,0,0.0,0.0
C00530766,WOMEN SPEAK OUT PAC,7009362.0,1.0,0.0,0,0,0,4951433.0,0.7132629668971784
C00531624,LOCAL VOICES,806672.0,1.0,0.0,0,0,0,709617.0,0.9316569336932433
C00531814,ENVIRONMENT AMERICA ACTION FUND,10599.0,0.9990451620443901,0.0009548379556099107,0,0,0,10599.0,1.0
C00532416,FARM PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00532572,AMERICA'S LIBERTY PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00532630,OUR AMERICAN CENTURY,905250.0,1.0,0.0,0,0,0,448000.0,0.4948909141121237
C00532705,INDEPENDENCE USA PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00532812,PROGRESSIVE USA VOTERS,0.0,0.0,0.0,0,0,0,0.0,0.0
C00540203,DEFENDING MAIN STREET SUPERPAC INC.,5900025.0,1.0,0.0,0,0,0,1530000.0,0.2637919664139379
C00540898,TEA PARTY PATRIOTS CITIZENS FUND,615570.0,0.9999859969145777,1.4003085422320538e-05,0,0,0,516541.0,0.8391263381906201
C00541045,GOAL WESTPAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00542902,AMERICARISINGPAC.ORG,0.0,0.0,0.0,0,0,0,0.0,0.0
C00543256,"KSL, INC.",1000.0,1.0,0.0,0,0,0,0.0,0.0
C00543454,AMERICAN LEAGUE OF CHARITABLE ORGANIZATIONS,0.0,0.0,0.0,0,0,0,0.0,0.0
C00544528,CITIZENS UNITED FOR EDUCATION,0.0,0.0,0.0,0,0,0,0.0,0.0
C00544544,NEW REPUBLICAN PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00544551,HEARTLAND RESURGENCE,2140499.0,0.9999995188040246,4.811959753991957e-07,0,0,0,1644564.0,0.7683086981119823
C00545798,AMERICAN LIBERTY PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00546481,EQUIDAD POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00546911,THE MOBILIZATION PROJECT,0.0,0.0,0.0,0,0,0,0.0,0.0
C00548461,CLIMATE HAWKS VOTE POLITICAL ACTION,1000.0,1.0,0.0,0,0,0,0.0,0.0
C00548867,AMERICAN HEARTLAND PAC,1455.0,1.0,0.0,0,0,0,0.0,0.0
C00549063,EMERGES.COM INC POLITICAL ACTION COMMITTEE AKA EMERGES PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00549279,FIGHT FOR TOMORROW,0.0,0.0,0.0,0,0,0,0.0,0.0
C00549568,WINNING FLORIDA,0.0,0.0,0.0,0,0,0,0.0,0.0
C00550269,YESTERDAY'S OPTIMISM UNTO THE NEXT GENERATION PAC (YOUNG PAC),0.0,0.0,0.0,0,0,0,0.0,0.0
C00550509,DETROITERS VOTE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00551382,VOTECLIMATE.US PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00555094,MICHIGAN PIPE TRADES ASSOCIATION INDEPENDENT EXPENDITURE COMMITTEE (MPAC) INDEPENDENT EXPENDITURE CO,10000.0,1.0,0.0,0,0,0,0.0,0.0
C00555540,COALITION FOR KENTUCKY JOB CREATION ,0.0,0.0,0.0,0,0,0,0.0,0.0
C00555862,"FOUNDATION FOR A GREATER AMERICA, INC.",0.0,0.0,0.0,0,0,0,0.0,0.0
C00556274,USW WORKS,1663566.0,1.0,0.0,0,0,0,792074.0,0.5065817496671071
C00556860,PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA VOTES PAC,2252070.0,1.0,0.0,0,0,0,2019778.0,0.896854005426119
C00557561,NEW HAMPSHIRE PRIORITIES,0.0,0.0,0.0,0,0,0,0.0,0.0
C00557934,UNITAS INC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00558049,MUNOZ GROUP PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00558445,ARIZONA GRASSROOTS ACTION PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00558544,ENOUGH IS ENOUGH PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00559906,AMERICAS PAC,2528984.0,0.9999998022921849,1.9770781511940783e-07,0,0,0,939550.0,0.37151282886724474
C00560854,GLOBAL DEMOCRATIC PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00560904,RAGA ACTION FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00561480,CITIZENS FOR RESPONSIBLE LEADERSHIP,0.0,0.0,0.0,0,0,0,0.0,0.0
C00562272,X-FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00562405,INDEPENDENT LEADERSHIP FOR NEW HAMPSHIRE PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00562595,MORNING IN AMERICA PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00564013,ALLIANCE FOR A BETTER MINNESOTA FEDERAL PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00564997,DIRECT SELLING EMPOWERS AMERICANS,0.0,0.0,0.0,0,0,0,0.0,0.0
C00565689,PROSPERITY FOR PENNSYLVANIA INC.,0.0,0.0,0.0,0,0,0,0.0,0.0
C00565846,IOWA VALUES,0.0,0.0,0.0,0,0,0,0.0,0.0
C00566182,LEADERSHIP PROJECT FOR AMERICA PAC,1416.0,1.0,0.0,0,0,0,0.0,0.0
C00566463,THE PRINCIPLES PROJECT,0.0,0.0,0.0,0,0,0,0.0,0.0
C00567313,VISIONARY LEADERS FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00567396,CHANGE CAMPAIGN SUPER PAC,20000.0,1.0,0.0,0,0,0,0.0,0.0
C00568170,PRIORITIES FOR IOWA POLITICAL FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00568444,CENTER FORWARD COMMITTEE,850000.0,1.0,0.0,0,0,0,550000.0,0.6470588235294118
C00568519,CONCRETE AND PORTLAND CEMENT ACTION NETWORK,0.0,0.0,0.0,0,0,0,0.0,0.0
C00568931,MI PLANNED PARENTHOOD VOTES,805870.0,1.0,0.0,0,0,0,469854.0,0.5830394480499336
C00568964,LIUNA BUILDING AMERICA,5317659.0,1.0,0.0,0,0,0,1625000.0,0.39464171268189036
C00569319,OHIOANS FOR A BETTER FUTURE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00569343,ALLIANCE FOR A BETTER RHODE ISLAND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00569392,FOR JUDICAL FAIRNESS PROJECT; THE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00569582,KANSAS AG COMMUNITIES COALITION,0.0,0.0,0.0,0,0,0,0.0,0.0
C00569616,WASHINGTON'S FUTURE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00569996,ACTION PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00570721,LONG ISLAND LAW ENFORCEMENT FOUNDATION,0.0,0.0,0.0,0,0,0,0.0,0.0
C00571398,BLAKPAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00571554,LEADERSHIP ALLIANCE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00571588,RESTORATION PAC,82922379.0,1.0,0.0,0,0,0,40326957.0,0.531993008189973
C00572743,INDEPENDENT VOICE FOR ILLINOIS PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00572792,VICTORY FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00573733,SECURITY IS STRENGTH PAC,113690.0,0.9999934031572489,6.596842751060983e-06,0,0,0,0.0,0.0
C00574749,CONSERVATIVES FOR EFFECTIVE GOVERNMENT,1318294.0,0.9999995827943003,4.1720569965431054e-07,0,0,0,0.0,0.0
C00580837,IRON DOME ALLIANCE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00581868,NEW DAY FOR AMERICA,0.0,0.0,0.0,0,0,0,0.0,0.0
C00582072,SAVING OUR LAKES AND OPEN SPACES IN RANCHO MURIETA POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00582700,LET AMERICA WORK,26342.0,1.0,0.0,0,0,0,0.0,0.0
C00582841,COALITION FOR PROGRESS,0.0,0.0,0.0,0,0,0,0.0,0.0
C00586487,A TIME FOR CHOOSING,0.0,0.0,0.0,0,0,0,0.0,0.0
C00586610,GOOD JOBS AND STRONG COMMUNITIES PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00587022,COURAGEOUS CONSERVATIVES PAC,448196.0,1.0,0.0,0,0,0,2000.0,0.0059164420883857285
C00589747,AMERICAN PATRIOTS LLC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00591040,USA SUPER PAC INC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00591131,FRUGAL HOOSIERS,0.0,0.0,0.0,0,0,0,0.0,0.0
C00592303,OREGON RIGHT TO LIFE VICTORY PAC,32489.0,0.9979328117752939,0.0020671882247060847,0,0,0,0.0,0.0
C00592337,"STAND FOR TRUTH, INC.",0.0,0.0,0.0,0,0,0,0.0,0.0
C00592808,THE COLLECTIVE SUPER PAC,4893.0,1.0,0.0,0,0,0,0.0,0.0
C00594507,MIDDLE CLASS VALUES PAC,23988.0,0.9999899950975978,1.0004902402216409e-05,0,0,0,0.0,0.0
C00595686,FAMILY POLICY PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00604496,AMERICANS UNITED FOR VALUES,25000.0,1.0,0.0,0,0,0,0.0,0.0
C00607119,THE PALMETTO PAC,15.0,1.0,0.0,0,0,0,15.0,1.0
C00609388,BLACKPAC,35258012.0,1.0,0.0,0,0,0,20625655.0,0.5876559696257755
C00610337,CONSERVATIVE RESULTS,0.0,0.0,0.0,0,0,0,0.0,0.0
C00610394,LETS CLEAN UP WASHINGTON,0.0,0.0,0.0,0,0,0,0.0,0.0
C00612820,COMMUNITY CHANGE VOTERS,2949569.0,1.0,0.0,0,0,0,1149095.0,0.3895806472064224
C00612846,THE DEMOCRATIC COALITION,0.0,0.0,0.0,0,0,0,0.0,0.0
C00613091,WISCONSIN RIGHT TO LIFE VICTORY FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00614859,SOLUTIONS NJ PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00615377,PACOH.IO,0.0,0.0,0.0,0,0,0,0.0,0.0
C00615898,FULL EMPLOYMENT NOW-POLITICAL ACTION COMMITTEE,0.0,0.0,0.0,0,0,0,0.0,0.0
C00616128,DEFEND LOUISIANA PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00619072,TEA PARTY EXPRESS CAMPAIGN FUND,0.0,0.0,0.0,0,0,0,0.0,0.0
C00619445,WARRIOR PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00619759,CREATIVE MAJORITY POLITICAL ACTION COMMITTEE,5000.0,1.0,0.0,0,0,0,0.0,0.0
C00620971,FOR OUR FUTURE,12600956.0,1.0,0.0,0,0,0,10988870.0,0.8928038540594132
C00621755,PEOPLE AND POLITICS,500.0,1.0,0.0,0,0,0,100.0,1.0
C00622340,JOBS AND OPPORTUNITY,250000.0,1.0,0.0,0,0,0,0.0,0.0
C00622415,"KENTUCKY TOMORROW, INC.",0.0,0.0,0.0,0,0,0,0.0,0.0
C00622464,STANDING BY VETERANS PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00622472,"ASSOCIATION FOR EMERGENCY RESPONDERS AND FIREFIGHTERS, PAC",0.0,0.0,0.0,0,0,0,0.0,0.0
C00622910,"DECLARATION OF LIBERTY, LLC",0.0,0.0,0.0,0,0,0,0.0,0.0
C00623355,NATIONAL TREASURY EMPLOYEES UNION ADVOCACY COMMITTEE,50000.0,1.0,0.0,0,0,0,0.0,0.0
C00623371,AMERICAN VALUES PAC INC.,0.0,0.0,0.0,0,0,0,0.0,0.0
C00624015,OUR NATION UNITED,0.0,0.0,0.0,0,0,0,0.0,0.0
C00624056,EDUCATORS FOR OHIO,325000.0,1.0,0.0,0,0,0,0.0,0.0
C00624064,KENTUCKY MOVING FORWARD,0.0,0.0,0.0,0,0,0,0.0,0.0
C00625137,CITZENS FOR AMERICAN ENERGY FEDERAL PAC,27500.0,1.0,0.0,0,0,0,0.0,0.0
C00625228,SAVE THE DAY PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00626036,GRASSROOTS NORTH SHORE,4748.0,1.0,0.0,0,0,0,186.0,0.039174389216512215
C00626119,"COMMITTEE FOR WORKING FAMILIES, SPONSORED BY LABOR ORGANIZATIONS",0.0,0.0,0.0,0,0,0,0.0,0.0
C00626663,STRONGER NY PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00626861,WFP IE COMMITTEE,87000.0,1.0,0.0,0,0,0,0.0,0.0
C00627075,LEGISLATIVE MAJORITY PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00627141,UNITED FOR PROGRESS PAC,324.0,1.0,0.0,0,0,0,0.0,0.0
C00627158,ONE VOTE AT A TIME,0.0,0.0,0.0,0,0,0,0.0,0.0
C00627240,WORKING MICHIGAN (SUPERPAC),0.0,0.0,0.0,0,0,0,0.0,0.0
C00627372,UNITE HERE PAC,19815000.0,1.0,0.0,0,0,0,4900000.0,0.3202614379084967
C00627414,POLICY OVER PARTY,1175000.0,1.0,0.0,0,0,0,225000.0,0.19148936170212766
C00628115,MISSOURI RIGHT TO LIFE VICTORY FUND,9392.0,1.0,0.0,0,0,0,0.0,0.0
C00629444,MAKE LOUISIANA GREAT AGAIN,0.0,0.0,0.0,0,0,0,0.0,0.0
C00629477,ULTRAVIOLET PAC,122901.0,1.0,0.0,0,0,0,98901.0,1.0
C00629543,"FREEDOM BUILDERS, INC.",0.0,0.0,0.0,0,0,0,0.0,0.0
C00630129,DEMOCRACY LEGACY,0.0,0.0,0.0,0,0,0,0.0,0.0
C00631549,FORWARD MAJORITY ACTION,2838615.0,1.0,0.0,0,0,0,1763615.0,0.6212941874822757
C00631903,PA VALUES,48000.0,1.0,0.0,0,0,0,0.0,0.0
C00632679,CONSERVATIVE LOUISIANA,0.0,0.0,0.0,0,0,0,0.0,0.0
C00634261,DEFEND US PAC,1208000.0,1.0,0.0,0,0,0,0.0,0.0
C00637041,FUND FOR A WORKING CONGRESS,35000.0,1.0,0.0,0,0,0,35000.0,1.0
C00637348,REACH TO ACHIEVE,105000.0,1.0,0.0,0,0,0,0.0,0.0
C00637512,"AMERICA FIRST ACTION, INC.",1300000.0,1.0,0.0,0,0,0,300000.0,1.0
C00637520,OHIO MAJORITY TRUST,0.0,0.0,0.0,0,0,0,0.0,0.0
C00638528,LOUISIANA LEGACY PAC,47390.0,1.0,0.0,0,0,0,0.0,0.0
C00639708,ASSOCIATION FOR FIREFIGHTERS PAC DBA ASSOCIATION FOR FIREFIGHTERS,4088.0,1.0,0.0,0,0,0,0.0,0.0
C00639948,EQUALITY 51,0.0,0.0,0.0,0,0,0,0.0,0.0
C00640300,ACTIVATE AMERICA,121541.0,1.0,0.0,0,0,0,16274.0,0.15537224799984725
C00647271,LINCOLN-ROOSEVELT PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
C00647289,GUARD FREEDOM,0.0,0.0,0.0,0,0,0,0.0,0.0
C00648717,SWAMP DRAINERS FOUNDATION,0.0,0.0,0.0,0,0,0,0.0,0.0
C00649996,1ST DISTRICT DEMOCRATS,0.0,0.0,0.0,0,0,0,0.0,0.0
C00650432,"DEMOCRATS WORK FOR AMERICA, INC",8937.0,0.8448595162264643,0.15514048377353573,0,0,0,7866.0,0.8801611278952669
C00651091,LEADERSHIP FOR A STRONG AMERICA,0.0,0.0,0.0,0,0,0,0.0,0.0
C00651505,JUSTICE & PUBLIC SAFETY PAC,543000.0,1.0,0.0,0,0,0,0.0,0.0
C00652867,STAND FIRM AMERICA,0.0,0.0,0.0,0,0,0,0.0,0.0
C00652982,SOLUTION FUND PAC,0.0,0.0,0.0,0,0,0,0.0,0.0
