CMTE_ID,CMTE_NM,CMTE_TP,TTL_RECEIPTS,TTL_DISBURSEMENTS,OFFICE_SEGMENT,TOTAL_DEM_DISB,TOTAL_REP_DISB,IMBALANCE_SCORE,PTY_GROUP
C00782144,LEAD THE WAY PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00782227,DEFEND AMERICAN FREEDOM PAC,O,0.0,0.0,OTHER,,,,
C00782235,UNITED HEALTH FOUNDATION OF AMERICA,O,0.0,0.0,OTHER,,,,
C00782508,CHANGE FOR ARIZONA 2024 PAC,O,349849.49,45405.38,OTHER,0.0,0.0,,NON_PARTISAN
C00782656,ALABAMA CHRISTIAN CONSERVATIVES,O,0.0,0.0,OTHER,,,,
C00782664,AMERICA FUND,O,26416715.24,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00782805,THE DOUGLASS PROJECT,O,0.0,0.0,OTHER,,,,
C00782847,KEEPING AMERICA STRONG PAC,O,176276.79,77956.38,OTHER,0.0,155904.0,1.0,REP
C00865717,FLIP THE 40TH,O,398075.0,60600.35,OTHER,121200.0,0.0,1.0,DEM
C00865725,NEIGHBORS FOR RESULTS,O,2565000.54,1956217.82,OTHER,4793348.0,0.0,1.0,DEM
C00865758,UNITE WA PAC,O,0.0,0.0,OTHER,,,,
C00865824,CHILD HOPE USA,O,,,OTHER,,,,
C00865923,BUILDING A STRONG AMERICA,O,565000.0,0.0,OTHER,0.0,656308.0,1.0,REP
C00865964,PA CONGRESSIONAL CONSERVATIVES FUND,O,1474127.69,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00865980,CALIFORNIA COMMON SENSE TRUST,O,12601.0,0.0,OTHER,,,,
C00865998,LEHIGH VALLEY REPUBLICAN CONGRESSIONAL LEADERSHIP FUND,O,150.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00866269,CENTRAL VALLEY VALUES PAC,O,980000.0,809659.09,OTHER,199800.0,1419498.0,0.7532263981058459,BIPARTISAN
C00866368,CONSERVATIVE VOTERS ALLIANCE,O,1741421.0,977611.87,OTHER,0.0,1972756.0,1.0,REP
C00866418,IMPACT 65,O,80000.0,20000.0,OTHER,40000.0,0.0,1.0,DEM
C00866434,TENNESSEE MOMPAC,O,48279.8,0.0,OTHER,,,,
C00866467,SAVE CHESTER FIRE DEPARTMENT,O,,,OTHER,,,,
C00866517,GO AMERICA PAC,O,41785.28,21299.33,OTHER,0.0,48176.0,1.0,REP
C00866574,YOUR TURN PAC,O,0.0,0.0,OTHER,,,,
C00866673,ALABAMA FAMILIES PAC,O,104389.3,75818.9,OTHER,80242.0,71386.0,0.05840609913736249,BIPARTISAN
C00866681,AMERICAN FORTITUDE,O,55898.76,0.0,OTHER,,,,
C00866780,PA UNITED FEDERAL ACTION COMMITTEE,O,1573000.4,758935.98,OTHER,1517850.0,0.0,1.0,DEM
C00866897,ELEVATE AMERICA PAC,O,105.0,0.0,OTHER,,,,
C00867036,RIGHT FOR AMERICA,O,72503980.31,69583233.16,OTHER,102239866.0,36926586.0,0.4693177059655153,BIPARTISAN
C00881318,EMPIRICALPOLITICAL CORP,O,2425.0,2500.0,OTHER,0.0,5000.0,1.0,REP
C00881375,IMWU SUPER PAC,O,,,OTHER,,,,
C00881474,FLORIDA PATRIOTS PAC,O,4570000.0,3090434.15,OTHER,0.0,6180846.0,1.0,REP
C00881482,1889 PAC,O,650000.0,590572.0,OTHER,590568.0,590568.0,0.0,BIPARTISAN
C00881532,MISSOURIANS FOR COMMON SENSE PAC,O,1.0,0.0,OTHER,,,,
C00881557,CITIZENS ALERT MEDIA,O,2200.0,1707.5,OTHER,0.0,3414.0,1.0,REP
C00881573,VIRGINIANS DEFENDING THE CONSTITUTION,O,13915.0,2851.73,OTHER,5698.0,0.0,1.0,DEM
C00881607,RIGHT REASON PAC,O,100600.01,98112.2,OTHER,0.0,196224.0,1.0,REP
C00881631,AMERICA FIRST VETERANS PAC,O,30000.0,0.0,OTHER,,,,
C00881649,SAVE URBAN AMERICA PAC,O,0.0,0.0,OTHER,,,,
C00881656,CANVASSING CONNECTORS PAC,O,214752.5,0.0,OTHER,,,,
C00881664,SAVE URBAN MISSOURI VICTORY FUND,O,0.0,0.0,OTHER,,,,
C00881680,MOMS FOR SAFE STREETS,O,22701.38,0.0,OTHER,,,,
C00881706,JUNTOS POR FLORIDA PAC FEDERAL,O,5000.0,0.0,OTHER,,,,
C00881730,SILVER SPROUT AID ALLIANCE,O,,,OTHER,,,,
C00881805,SAG PAC INC.,O,16907482.4,7346958.03,OTHER,215466.0,502754.0,0.4,BIPARTISAN
C00881821,CHILDREN FIRST PAC,O,,,OTHER,,,,
C00881938,PIT PAC,O,65442.0,0.0,OTHER,,,,
C00881987,DUTY TO AMERICA PAC,O,23640000.0,23591142.83,OTHER,46308842.0,873404.0,0.9629774301121655,DEM
C00882019,MI FAMILIA DECIDE PAC,O,235000.0,215000.0,OTHER,440000.0,0.0,1.0,DEM
C00882027,WEATHERS FOR STATE,U,,,OTHER,,,,
C00882050,TOGETHER FOR NEVADA'S FUTURE PAC,O,2893800.0,2358817.0,OTHER,0.0,4717632.0,1.0,REP
C00882092,NO RINO USA,O,0.0,0.0,OTHER,,,,
C00882100,MONTANA FAMILIES,O,1351654.2,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00882126,VIRGINIA IN MILWAUKEE 2024,O,701383.64,0.0,OTHER,,,,
C00882266,BLUE WAVE ACTION D/B/A BWA,O,2425100.0,2311811.41,OTHER,4642536.0,0.0,1.0,DEM
C00882282,FREE AND BRAVE ACTION FUND,O,10758.13,0.0,OTHER,,,,
C00882381,PEOPLE POWER PENNSYLVANIA,O,4749000.0,3058375.12,OTHER,2821482.0,3311660.0,0.07992281933142914,BIPARTISAN
C00882399,ANTI-PSYCHOPATH PAC INC.,O,3291994.25,2717105.38,OTHER,0.0,5506250.0,1.0,REP
C00882431,EMPOWERING BLACK AMERICANS PAC,O,352271.94,184259.65,OTHER,368516.0,0.0,1.0,DEM
C00882456,OPERATION BULLYPROOF,O,100.0,0.0,OTHER,,,,
C00882472,CRYPTO / BITCOIN USA SUPER PAC,O,,,OTHER,,,,
C00882480,PRIVATE PROPERTY RIGHTS PAC,O,140000.0,0.0,OTHER,,,,
C00882555,FC PAC,O,6500200.0,4806118.9,OTHER,9612212.0,0.0,1.0,DEM
C00882571,STATE BUILDING & CONSTRUCTION TRADES COUNCIL OF CALIFORNIA FEDERAL PAC,O,80000.0,0.0,OTHER,38400.0,0.0,1.0,DEM
C00882613,ALLIANCE FOR FREEDOM AND RESPONSIBILITY,O,0.0,0.0,OTHER,,,,
C00882621,OREGONIANS FOR TRUTH AND ACCOUNTABILITY PAC,O,134500.0,100783.6,OTHER,201566.0,0.0,1.0,DEM
C00758516,WHY THIS MATTERS,O,367.0,0.0,OTHER,,,,
C00758607,NORTH COUNTRY PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00758664,FOR A BETTER COLORADO,U,0.0,0.0,OTHER,,,,
C00758672,STAND FOR BETTER PAC,O,0.0,0.0,OTHER,,,,
C00758680,ADVANCE OKLAHOMA PAC,O,,,OTHER,,,,
C00758789,NEW SOUTH SUPER PAC,O,740.75,1408.3,OTHER,2816.0,0.0,1.0,DEM
C00758847,FIGHTING FOR AMERICA PAC,O,0.9,0.0,OTHER,,,,
C00758938,POLICE COALITION OF AMERICA PAC,O,3327417.49,42892.04,OTHER,0.0,113764.0,1.0,REP
C00758953,THE AMERICAN FIREFIGHTERS INITIATIVE PAC,O,,,OTHER,,,,
C00759134,UNIDOS WE WIN PAC,O,,,OTHER,,,,
C00759159,THE FUTURE WE NEED,O,500.0,0.0,OTHER,,,,
C00868562,AND JUSTICE FOR ALL PAC,O,1000000.0,0.0,OTHER,,,,
C00868588,BETTER CALIFORNIA,O,10000.0,0.0,OTHER,,,,
C00868604,MONTANANS FOR PUBLIC LANDS,O,259307.56,221077.51,OTHER,498344.0,0.0,1.0,DEM
C00868612,LOUISIANA FAMILIES FIRST PAC,O,345000.0,300000.0,OTHER,600000.0,0.0,1.0,DEM
C00868653,LET AMERICA COMPETE PAC,O,0.0,0.0,OTHER,,,,
C00868679,AMERICANS FOR CONTRACEPTION VICTORY FUND,O,1427400.43,918157.07,OTHER,947232.0,947232.0,0.0,BIPARTISAN
C00868695,PATRIOTS FOR BORDER SECURITY,O,,,OTHER,,,,
C00868703,TRUE BLUE ACTION FUND,O,375.0,0.0,OTHER,,,,
C00868802,PAC TO REESTABLISH THE PAC FOR ALASKAN INDEPENDENCE,O,,,OTHER,,,,
C00868935,BUCKEYES FOR VALUES,O,222675.0,222079.77,OTHER,0.0,444158.0,1.0,REP
C00868968,"RIGHT AMERICA, INC.",O,21164.24,0.0,OTHER,,,,
C00868984,RNJ 2 SAVE AMERICA T/A RNJ 2 SA,O,2000.0,0.0,OTHER,,,,
C00869040,BLUEVOTE.ORG,O,4657.0,0.0,OTHER,8602.0,0.0,1.0,DEM
C00869073,POWER TO THE POLLS FEDERAL FUND,O,4168847.31,2221032.8,OTHER,5852498.0,4276364.0,0.15560820159263697,BIPARTISAN
C00869255,PROSPERITY FOR MICHIGAN,O,0.0,0.0,OTHER,,,,
C00869305,UNITE HERE LOCAL 11 PAC,O,38835.37,38835.37,OTHER,38438.0,39210.0,0.009942303729651762,BIPARTISAN
C00869321,VICTORY PAC,O,4355565.74,543915.77,OTHER,2088424.0,13940.0,0.9867387379159841,DEM
C00869347,UNITED DEMOCRATS FUND,O,49194.0,12478.0,OTHER,3700.0,21256.0,0.7034781214938292,BIPARTISAN
C00869354,PLACE AMERICA FIRST,O,,,OTHER,,,,
C00869396,HOOSIERS FOR A SECURE BORDER,O,0.0,0.0,OTHER,,,,
C00869438,MISSISSIPPI TAXPAYER FREEDOM PAC,O,0.0,0.0,OTHER,,,,
C00869487,DEMOCRATS FOR THE NEXT GENERATION,O,433175.0,0.0,OTHER,,,,
C00869503,"RESIDENTS FOR STRONG, ETHICAL LEADERSHIP",O,100000.0,96769.9,OTHER,193538.0,0.0,1.0,DEM
C00869578,AMERICA FIRST PARTY USA NATIONAL CMTE.ORG AFP CMTE OF STATE MILITIA & CIVIL GUARD DEFENSE,O,,,OTHER,,,,
C00869669,AMERICA FIRST PARTY USA NATIONAL COMMITTEE ORG 2024 AFP NATL BALLOT ACCESS INTIATIVES ELEC,O,,,OTHER,,,,
C00869750,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL NO. 11 POLITICAL ACTION COMMITTEE,O,50000.0,0.0,OTHER,50000.0,0.0,1.0,DEM
C00869768,LOCAL 18 WATER AND POWER DEFENSE LEAGUE (IBEW),O,50000.0,0.0,OTHER,50000.0,0.0,1.0,DEM
C00869867,A BRIGHTER TOMORROW,O,,,OTHER,,,,
C00760082,AMERICAN ENERGY ACTION FUND,O,1805171.0,0.0,OTHER,,,,
C00760116,THE 9,O,86223.9,0.0,OTHER,,,,
C00760132,NYIC POLITICAL ACTION FUND,O,65000.0,12790.25,OTHER,50994.0,0.0,1.0,DEM
C00760355,LDS DEMOCRATS OF ARIZONA,O,,,OTHER,,,,
C00760488,WOMEN'S MARCH WIN,O,321411.11,94518.58,OTHER,69036.0,120000.0,0.2695994413762458,BIPARTISAN
C00760546,"STRONGER FOUNDATIONS, INC.",O,0.0,0.0,OTHER,,,,
C00831727,FREEDOM FOR INDIANA,O,0.0,0.0,OTHER,,,,
C00831826,RETHINK! GOP PAC,O,17202.0,0.0,OTHER,,,,
C00831834,THE ALLIANCE,O,62710.0,0.0,OTHER,,,,
C00831891,LEAD TO SERVE PAC,O,550000.0,0.0,OTHER,,,,
C00831909,PASIFIKA PAC,O,,,OTHER,,,,
C00831933,BLUE 2032 COMMITTEE,O,131.56,0.0,OTHER,,,,
C00832014,SENIORS FOR MIKE LEE,O,0.0,0.0,OTHER,,,,
C00832030,DANA BRADLEY FOR PRESIDENT,U,,,PRES,,,,
C00832162,CONSERVATIVE POLICY ACTION,O,331337.0,0.0,OTHER,,,,
C00832238,DEMOCRACY THROUGH VOTING,O,85172.62,17338.69,OTHER,1558.0,0.0,1.0,DEM
C00832311,OUR AMERICAN FUTURE PAC,O,31720.0,0.0,OTHER,0.0,25000.0,1.0,REP
C00832485,SHOW-ME STRONG PAC,O,3603000.0,3018691.38,OTHER,6037382.0,0.0,1.0,DEM
C00832519,RESTORE DEMOCRACY,O,,,OTHER,,,,
C00832550,ACTION NEVADA PAC,O,42463.0,10000.0,OTHER,0.0,20000.0,1.0,REP
C00832642,HONEST HOOSIERS PAC,O,137400.0,122900.0,OTHER,0.0,245800.0,1.0,REP
C00832659,MAJORITY MAKERS PAC,O,0.0,0.0,OTHER,,,,
C00832691,STANDING STRONG PAC,O,10579552.0,9353287.62,OTHER,350000.0,18356574.0,0.9625799999508194,REP
C00832980,ARIZONA'S BOLD ERA PAC (ABE PAC),O,1652446.82,980956.03,OTHER,0.0,1961882.0,1.0,REP
C00833012,FACTS IN POLITICS,O,261.0,0.0,OTHER,,,,
C00833087,STOP ADAM POLITICAL ACTION COMMITTEE,O,130.0,0.0,OTHER,,,,
C00833095,FACTS FROM FLORIDA,O,0.0,0.0,OTHER,,,,
C00761577,FAMILY FIRST COALITION PAC,O,5000.0,584.4,OTHER,0.0,1160.0,1.0,REP
C00761742,INDIANA CONSERVATIVE SUPER PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00833111,PROUD TO BE PROGRESSIVE,O,534.99,0.0,OTHER,,,,
C00833210,SOUTHEAST BLUEGRASS PAC,O,0.0,0.0,OTHER,,,,
C00833228,PROJECT 72 WI PAC,O,3550325.93,421000.0,OTHER,0.0,842000.0,1.0,REP
C00833343,HOOSIERS FOR COMMON SENSE PAC,O,9327.5,0.0,OTHER,,,,
C00833376,LEGACY PAC,O,,,OTHER,,,,
C00833418,SHE SPEAKS FOR ME,O,1515000.0,1490167.0,OTHER,2985334.0,0.0,1.0,DEM
C00833475,"VOICES OF REASON FUND, INC.",O,,,OTHER,,,,
C00833558,CONSERVATIVE PAC OF AMERICA,O,0.0,0.0,OTHER,,,,
C00833566,CONSTITUTIONAL CONSERVATIVES FUND,O,1000813.8,682936.83,OTHER,0.0,1365870.0,1.0,REP
C00833665,SOCIAL PROGRESS IN UNION WITH ECONOMIC GROWTH,O,123500.0,0.0,OTHER,,,,
C00833749,AMERICAN EXCEPTIONALISM PAC,O,8872226.96,6554190.89,OTHER,0.0,13108244.0,1.0,REP
C00833814,NEW ORDER PAC (NOPAC),O,37450.0,0.0,OTHER,,,,
C00833848,BLAC PAC,O,97610.54,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00833897,REAL RESULTS 4 WORKING FAMILIES,O,7140.52,0.0,OTHER,,,,
C00833970,INSPIRING AMERICA'S RENEWAL PAC,O,0.0,0.0,OTHER,,,,
C00834010,ALAINE GIULIANI,U,,,OTHER,,,,
C00834077,NEVER BACK DOWN INC.,O,145723168.71,37764477.49,OTHER,0.0,80778912.0,1.0,REP
C00834309,VOTE 4 US AMERICA,U,81000.0,0.0,PRES,,,,
C00834333,AMERICAN RESILIENCE,O,230000.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00834358,PRO-CHOICE OF AMERICA FUND,O,5932.62,0.0,OTHER,,,,
C00834366,FAMILY DEFENSE FUND,O,,,OTHER,,,,
C00834374,GREEN 2 GREEN,O,,,OTHER,,,,
C00834432,FUTURE CALIFORNIA PAC,O,25000.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00687830,POR NUESTRAS FAMILIAS,O,2450.55,0.0,OTHER,,,,
C00687848,PLANNED PARENTHOOD OF ORANGE AND SAN BERNARDINO COUNTIES' COMMUNITY ACTION FUND PAC,O,2502554.25,0.0,OTHER,480.0,0.0,1.0,DEM
C00688200,HIGHER HEIGHTS POLITICAL FUND,O,385.0,0.0,OTHER,,,,
C00688226,NORTH CAROLINA VALUES COALITION PAC,O,2000.0,0.0,OTHER,,,,
C00884221,GRATEFUL FOUNDATION FOR AMERICAN LEADERSHIP,O,341248.65,0.0,OTHER,,,,
C00884239,"WOMEN4US, INC.",O,748868.45,373142.64,OTHER,746282.0,0.0,1.0,DEM
C00884262,CONSERVATIVE MAJORITY PROJECT SUPER PAC,O,5850000.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00884312,WELE PAC,O,,,OTHER,,,,
C00884346,WYOMING SENATE CONSERVATIVES PAC,O,0.0,0.0,OTHER,,,,
C00884353,COWBOY CONSERVATIVES FUND,O,0.0,0.0,OTHER,,,,
C00884395,MAKE A DIFFERENCE MN,O,117169.36,108991.85,OTHER,0.0,0.0,,NON_PARTISAN
C00884403,TIME FOR TRUTH,O,,,OTHER,,,,
C00884494,1837 PAC,O,80000.0,0.0,OTHER,,,,
C00884510,BATTLEGROUND DEMOCRATS,O,1671048.36,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00884577,WESTERN WAY ACTION PAC,O,60000.0,0.0,OTHER,,,,
C00884643,"FOUNDING PRINCIPLES COALITION PAC, INC",O,200000.0,0.0,OTHER,,,,
C00884650,VOTERS FOR FREEDOM,O,,,OTHER,,,,
C00884700,CHILDLESS CAT LADIES FOR HARRIS,O,,,OTHER,,,,
C00884718,AMERICANS FOR AMERICA,O,6000.0,0.0,OTHER,,,,
C00884726,KH PRESIDENT,O,,,OTHER,,,,
C00884817,TAT SUPER PAC,O,593368.38,472660.62,OTHER,813528.0,290726.0,0.47344360989410045,BIPARTISAN
C00884858,A BETTER STL,O,,,OTHER,,,,
C00884924,INDEPENDENT PAC,O,0.0,0.0,OTHER,,,,
C00884932,TOGETHER HOUSTON,O,0.0,0.0,OTHER,,,,
C00884965,AMERICA FOR AMERICANS SUPER PAC,O,,,OTHER,,,,
C00885004,INDIAN AMERICANS 4 KAMALA HARRIS,U,,,OTHER,,,,
C00885046,THE MIDDLE,O,,,OTHER,,,,
C00885053,NIGGAS FOR TRUMP,O,,,OTHER,,,,
C00885087,NEW VOICES OF THE LAUREL HIGHLANDS,O,,,OTHER,,,,
C00885103,CLEAN UP OUR COURTS ARIZONA,O,,,OTHER,,,,
C00885111,BETTER WEST VIRGINIA PAC,O,0.0,0.0,OTHER,,,,
C00885129,SANCTUARY OF THE LUCID FLAME,U,,,OTHER,,,,
C00885145,INSPIRE COLORADO,O,22400.0,14950.0,OTHER,0.0,29900.0,1.0,REP
C00885160,ADVANCING DEMOCRACY IN AMERICA NOW PAC,O,,,OTHER,,,,
C00885202,WE ARE NOT GOING BACK,O,,,OTHER,,,,
C00885251,CITIZENS FOR RESPONSIBLE CANNABIS POLICY,O,0.0,0.0,OTHER,,,,
C00885285,FAITH OVER FALSE IDOLS PAC,O,142.0,107.0,OTHER,,,,
C00885293,GREAT EDUCATION INITIATIVE PAC,O,0.0,0.0,OTHER,,,,
C00885327,BLACK VOTES MATTER,O,,,OTHER,,,,
C00885400,1959 PAC,O,754500.0,751075.0,OTHER,0.0,1502150.0,1.0,REP
C00885426,CARDS AGAINST HUMANITY PAC,O,536537.59,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00885442,COMMITTEE TO ELECT MIKE DEMARS,U,,,OTHER,,,,
C00885475,CONSERVATIVES FOR AMERICAN GREATNESS,O,0.0,0.0,OTHER,,,,
C00885483,FOR ALL OF US,O,50000.0,0.0,OTHER,,,,
C00885509,INVEST AMERICA PAC,O,0.0,0.0,OTHER,,,,
C00762658,KEEP AMERICA AMERICA ACTION FUND,O,335070.0,222525.75,OTHER,256546.0,216504.0,0.08464644329352077,BIPARTISAN
C00762781,AMERICANS FOR FREEDOM PAC,O,0.0,0.0,OTHER,,,,
C00762815,HUNTER NATION ACTION INC.,O,0.0,0.0,OTHER,,,,
C00762823,BLUE TURNOUT PROJECT,O,2742.5,0.0,OTHER,,,,
C00762872,BATTLEGROUND GEORGIA,O,,,OTHER,,,,
C00762997,TAKE BACK AMERICA PAC,O,,,OTHER,,,,
C00763193,GEORGIA HONOR,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00763201,BLUE SLATE,O,155.42,0.0,OTHER,,,,
C00835942,DEFEND OHIO VALUES PAC,O,2000000.0,1947061.8,OTHER,0.0,3894122.0,1.0,REP
C00835959,FAIRSHAKE,O,260070709.37,40661820.61,OTHER,50519446.0,26242976.0,0.3162546121851132,BIPARTISAN
C00835967,CONSERVATIVES FOR AMERICAN EXCELLENCE INC.,O,10568973.31,7065745.17,OTHER,0.0,13585376.0,1.0,REP
C00835991,JUSTICE AND CONSTITUTION PAC,O,0.0,0.0,OTHER,,,,
C00836031,GREEN BERET POLITICAL ACTION COMMITTEE,O,98992.24,32547.03,OTHER,0.0,65094.0,1.0,REP
C00836056,R.E.D PAC,O,1576456.5,0.0,OTHER,,,,
C00836114,DOING BUSINESS WITH CRYPTO LLC,U,,,OTHER,,,,
C00836163,NEW JERSEY REPUBLICAN VOTER INTEGRITY PROJECT: NJRVIP,O,,,OTHER,,,,
C00836189,WORKING FOR AMERICA INC.,O,217005.39,3496.8,OTHER,0.0,6992.0,1.0,REP
C00836197,CREATORS PAC,O,,,OTHER,,,,
C00836221,DEFEND AMERICAN JOBS,O,60325000.01,57809173.64,OTHER,0.0,118135110.0,1.0,REP
C00836254,LOVE ABOVE ALL,U,,,OTHER,,,,
C00836338,CAMPAIGN FOR DEMOCRACY GROUP,O,10123527.5,860683.58,OTHER,1721364.0,0.0,1.0,DEM
C00836411,SAVE OUR CONSTITUTION PAC,O,1125000.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00836429,JOIN US,O,0.0,0.0,OTHER,,,,
C00836726,MAGA TO THE MOON SUPER PAC,O,,,OTHER,,,,
C00836775,WIN PA,O,4344034.36,0.0,OTHER,,,,
C00836783,REAL LEADERSHIP FOR COLORADO,O,355501.0,37467.72,OTHER,10000.0,64934.0,0.7330984599781141,BIPARTISAN
C00836791,PATH TO FREEDOM PAC,O,460305.4,0.0,OTHER,,,,
C00836817,A MORE JUST AMERICA SUPER PAC,O,,,OTHER,,,,
C00836866,VOTERS DESERVE BETTER,O,136569.0,3480.1,OTHER,6960.0,0.0,1.0,DEM
C00836981,PROTECT :LONG ISLAND,O,0.0,0.0,OTHER,,,,
C00837138,DW PAC,O,450404.4,16222.43,OTHER,0.0,32442.0,1.0,REP
C00837146,FREEDOM COSTS PAC,O,54167.23,0.0,OTHER,,,,
C00837211,IMPEACH CLARENCE THOMAS PAC,O,,,OTHER,,,,
C00837369,INVESTIGATE CLARENCE THOMAS PAC,O,,,OTHER,,,,
C00837427,PROJECT RESCUE AMERICA,O,10756358.4,8531652.32,OTHER,17063304.0,0.0,1.0,DEM
C00837443,AMERICAN PACT,O,23950.0,21998.0,OTHER,0.0,44094.0,1.0,REP
C00837583,UAMV ACTION,O,,,OTHER,,,,
C00837633,ONLY THE TRUTH PAC ORG LLC,O,,,OTHER,,,,
C00837674,MAINE FUTURE FUND,O,0.0,0.0,OTHER,,,,
C00837690,NATIONAL SECURITY POLICY ACTION,O,,,OTHER,,,,
C00837708,THE NATIONAL LEAGUE OF AMERICA PAC,O,,,OTHER,,,,
C00837724,POETIC JUSTICE PAC,O,,,OTHER,,,,
C00837732,FRIENDS FOR PHILIP AGLIANO,U,,,OTHER,,,,
C00837740,MAX'S BACK PAC,O,,,OTHER,,,,
C00837948,STEALTH,O,,,OTHER,,,,
C00838011,INTEGRATED SUSTAINABILITY ALLIANCE,O,,,OTHER,,,,
C00838169,REPUBLICAN LEADERSHIP FUND INC.,O,7408550.0,568725.0,OTHER,227490.0,909960.0,0.6,BIPARTISAN
C00838268,VIRGINIA NOW,O,475000.0,468834.5,OTHER,0.0,937668.0,1.0,REP
C00838276,NEXT GEN GOP PAC,O,0.0,0.0,OTHER,,,,
C00838359,AMERICAN BRIDGE RESEARCH FUND,O,5490385.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00838383,TENNESSEE TRADITIONS PAC,O,25000.0,0.0,OTHER,,,,
C00838441,REPUBLICAN PROSPERITY PAC (RP PAC),O,176256.65,0.0,OTHER,,,,
C00838532,ALL AMERICAN AMERICA,O,0.0,0.0,OTHER,,,,
C00838540,OMAR BOULOS FOR PRESIDENT,U,,,PRES,,,,
C00838615,AI SUPER PAC LLC,O,,,OTHER,,,,
C00838680,LAW AND ORDER PAC,O,0.0,0.0,OTHER,,,,
C00885616,EDDIE HUFF FOR DISTRICT 7,U,,,OTHER,,,,
C00885624,DEFEND AMERICAN LIBERTY PAC,O,100.0,0.0,OTHER,,,,
C00885640,NEW HAMPSHIRE 1ST,O,75000.0,60000.0,OTHER,0.0,120000.0,1.0,REP
C00885665,WILBERFORCE PAC,O,5000.0,0.0,OTHER,,,,
C00885699,END GUN VIOLENCE MICHIGAN ACTION FEDERAL INDEPENDENT EXPENDITURE COMMITTEE,O,12500.0,0.0,OTHER,,,,
C00885707,MAINSTREAM COLORADO FUND,O,2079226.98,1717889.98,OTHER,2657776.0,777998.0,0.5471192226264009,BIPARTISAN
C00885715,"CHISPA PAC, SPONSORED BY CHISPA, A PROJECT OF TIDES ADVOCACY.",O,331796.01,205271.67,OTHER,579204.0,0.0,1.0,DEM
C00885798,LATINAS FOR FREEDOM PAC,O,0.0,0.0,OTHER,,,,
C00885822,MIGHTY ALABAMA STRIKE FORCE,O,,,OTHER,,,,
C00885855,BILLBOARDS 47 SWING STATES,O,83392.73,79393.73,OTHER,0.0,158784.0,1.0,REP
C00885863,SAVE THE US HOUSE,O,10000.0,0.0,OTHER,,,,
C00885871,YOUNG AMERICANS FOR A BETTER AMERICA,O,,,OTHER,,,,
C00885947,VOTERS OF THESE 50 STATES OF AMERICA,O,10238679.13,1400000.0,OTHER,0.0,0.0,,NON_PARTISAN
C00885954,COCONUT BRAT PAC,O,65000.02,0.0,OTHER,,,,
C00885970,LULAC ADELANTE PAC,O,2920.0,0.0,OTHER,20000.0,0.0,1.0,DEM
C00886002,SUNSHINE PAC,O,400000.0,358067.0,OTHER,0.0,716134.0,1.0,REP
C00886028,OHIOANS FOR JUDICIAL INTEGRITY (OFJI),O,2071803.01,0.0,OTHER,,,,
C00886051,AMERICAS FUTURE PROJECT PAC,O,100000.0,0.0,OTHER,,,,
C00886093,FOR MICHIGAN ACTION FUND,O,2475444.87,866737.39,OTHER,1733438.0,0.0,1.0,DEM
C00886119,SHATTER ON,O,0.0,0.0,OTHER,,,,
C00886135,RH PAC,O,,,OTHER,,,,
C00886168,LONG ON SOUTH CAROLINA,O,,,OTHER,,,,
C00886176,SMALL D ACTION PAC,O,,,OTHER,,,,
C00886200,LEAGUE OF AFRICANS VOTERS IN AMERICA PAC,O,,,OTHER,,,,
C00886242,MUST WIN. CAN WIN.,O,39255.11,21000.0,OTHER,0.0,42000.0,1.0,REP
C00886317,ASIANS MAKING AMERICA GREAT AGAIN,O,97570.51,43253.29,OTHER,0.0,86506.0,1.0,REP
C00886333,SHARK WEEK,O,0.0,0.0,OTHER,,,,
C00886382,FORCE FOR GOOD,O,25700.26,25541.36,HOU,0.0,51082.0,1.0,REP
C00886515,LAST STAND POLITICAL ACTION COMMITTEE,O,105038.75,99742.83,OTHER,199484.0,0.0,1.0,DEM
C00886556,YOUNG ILLINOISANS FOR CHANGE,U,500.0,0.0,OTHER,,,,
C00886572,PAKISTANI AMERICAN POLITICAL ACTION COMMITTEE,O,,,OTHER,,,,
C00886598,ADVANCING AMERICA FIRST,O,100000.0,0.0,OTHER,,,,
C00886614,YOUR COMMUNITY PAC,O,21363428.8,19033256.97,OTHER,32791294.0,5434318.0,0.7156713671451487,BIPARTISAN
C00886648,CHINESE REPUBLIC PARTY,O,,,OTHER,,,,
C00886663,PUMP THE VOTE,O,0.0,0.0,OTHER,,,,
